fullCategoryName,name,type,regex
pestles.social.demographics.ethnicity,Tamils,person,(?ui)\btamil(s)?\b
pestles.social.demographics.ethnicity,Tatars,person,(?ui)\btatar(s)?\b
pestles.social.demographics.ethnicity,Telugu,person,(?ui)\btelugu\b
pestles.social.demographics.ethnicity,Temne,person,(?ui)\btemne\b
pestles.social.demographics.ethnicity,Thais,person,(?ui)\bthai(s)?\b
pestles.social.demographics.ethnicity,Tibetans,person,(?ui)\btibetan(s)?\b
pestles.social.demographics.ethnicity,Tigrayans,person,(?ui)\btigrayan(s)?\b
pestles.social.demographics.ethnicity,Tigre,person,(?ui)\btigre\b
pestles.social.demographics.ethnicity,Tiv,person,(?ui)\btiv\b
pestles.social.demographics.ethnicity,Tiwa,person,(?ui)\btiwa\b
pestles.social.demographics.ethnicity,Toraja,person,(?ui)\btoraja\b
pestles.social.demographics.ethnicity,Toubou,person,(?ui)\btoubou\b
pestles.social.demographics.ethnicity,Tsonga,person,(?ui)\btsonga\b
pestles.social.demographics.ethnicity,Tswana,person,(?ui)\btswana\b
pestles.social.demographics.ethnicity,Turkana,person,(?ui)\bturkana\b
pestles.social.demographics.ethnicity,Turks,person,(?ui)\bturk(s)?\b
pestles.social.demographics.ethnicity,Turkmens,person,(?ui)\bturkmen(s)?\b
pestles.social.demographics.ethnicity,Tutsi,person,(?ui)\btutsi\b
pestles.social.demographics.ethnicity,Tuvans,person,(?ui)\btuvan(s)?\b
pestles.social.demographics.ethnicity,Twa,person,(?ui)\btwa\b
pestles.social.demographics.ethnicity,Udmurts,person,(?ui)\budmurt(s)?\b
pestles.social.demographics.ethnicity,Ukrainians,person,(?ui)\bukrainian(s)?\b
pestles.social.demographics.ethnicity,Uyghurs,person,(?ui)\buyghur(s)?\b
pestles.social.demographics.ethnicity,Uzbeks,person,(?ui)\buzbek(s)?\b
pestles.social.demographics.ethnicity,Venda,person,(?ui)\bvenda(s)?\b
pestles.social.demographics.ethnicity,Vietnamese,person,(?ui)\bvietnamese\b
pestles.social.demographics.ethnicity,Welayta,person,(?ui)\bwalayta\b
pestles.social.demographics.ethnicity,Welsh,person,(?ui)\bwelsh\b
pestles.social.demographics.ethnicity,Wolof,person,(?ui)\bwolof\b
pestles.social.demographics.ethnicity,Xhosa,person,(?ui)\bxhosa\b
pestles.social.demographics.ethnicity,Yakuts,person,(?ui)\byakut(s)?\b
pestles.social.demographics.ethnicity,Yoruba,person,(?ui)\byoruba\b
pestles.social.demographics.ethnicity,Zaghawa,person,(?ui)\bzaghawa\b
pestles.social.demographics.ethnicity,Zande,person,(?ui)\bzande\b
pestles.social.demographics.ethnicity,Zapotec,person,(?ui)\bzapotec\b
pestles.social.demographics.ethnicity,Zhuang,person,(?ui)\bzhuang\b
pestles.social.demographics.ethnicity,Zulu,person,(?ui)\bzulu\b
pestles.social.education,University_institute,place,"(?ui)\b([A-Z][a-z]{1,20} ?){1,4} (Institute of Technology|Institute of Science and Technology|University)"
pestles.social.education,University_of,place,"(?ui)\bUniversity of ([A-Z][a-z]{1,20} ?){1,4}"
pestles.social.education,college,place,(?ui)\b(universit(ies|y)|institut(e|ion)|college)(s)?\b
pestles.social.people.email,email_addr,person,"(?ui)[a-z0-9._%+-]+@[a-z0-9.-]+\.[a-z]{2,4}\b"
pestles.social.people.groups.terrorists,Abu_Nidal_Organization,person,(?ui)Abu Nidal(\s)?(Organization|org)?|Fatah(\s)?(\-)?(\s)?The Revolutionary Council
pestles.social.people.groups.terrorists,Abu_Sayyaf_Group,person,(?ui)Abu Sayyaf(\'s|s\'|s)?\s((\()?group(\))?)?|(ISIL|Islamic State of Iraq and the Levant|ISIS|Islamic State of Iraq and Syria)(\s)?(|\-)?(\s)?Philippines Province
pestles.social.people.groups.terrorists,Aum_Shinrikyo,person,(?ui)Aum Shinrikyo
pestles.social.people.groups.terrorists,Basque_Fatherland_and_Liberty,person,(?ui)Basque Fatherland (and|\&) Liberty|Euskadi(\s|\-)?Ta(\s|\-)?Askatasuna
pestles.social.people.groups.terrorists,Gama_al_Islamiyya,person,(?ui)\bgama\sal\sislamiyya\b
pestles.social.people.groups.terrorists,HAMAS,person,(?ui)\bHAMAS\b
pestles.social.people.groups.terrorists,Harakat_ul_Mujahidin,person,(?ui)Harakat ul(\-|\s)?(Mujahidin|Mujahideen)
pestles.social.people.groups.terrorists,Hizballah,person,(?ui)\b(Hizballah|Hezbollah)\b
pestles.social.people.groups.terrorists,Kahane_Chai,person,(?ui)Kahane Chai|Kach and Kahane Chai|Kach
pestles.social.people.groups.terrorists,Kurdistan_Workers_Party,person,(?ui)Kurdistan Worker(\�s|s\�|s) Party
pestles.social.people.groups.terrorists,Liberation_Tigers_of_Tamil_Eelam,person,(?ui)Liberation Tigers of Tamil Eelam|Tamil Tiger(s)?|\bL(TTE)\b
pestles.social.people.groups.terrorists,National_Liberation_Army,person,(?ui)National Liberation Army
pestles.social.people.groups.terrorists,Palestine_Liberation_Front,person,(?ui)Palestine Liberation Front
pestles.social.people.groups.terrorists,Palestinian_Islamic_Jihad,person,(?ui)Palestinian Islamic Jihad|Islamic Jihad Movement in Palestine
pestles.social.people.groups.terrorists,Popular_Front_for_the_Liberation_of_Palestine,person,(?ui)Popular Front for the Liberation of Palestine
pestles.social.people.groups.terrorists,PFLP_General_Command,person,(?ui)(PFLP|Popular Front for the Liberation of Palestine)(\-|\s)?General Command|\b(PFLP\-GC)\b
pestles.social.people.groups.terrorists,Revolutionary_Armed_Forces_of_Colombia,person,(?ui)Revolutionary Armed Forces of Colombia
pestles.social.people.groups.terrorists,Revolutionary_People_Liberation_Party,person,(?ui)Revolutionary People\'s Liberation Party(\s)?(\/)?((\s)?Front)?
pestles.social.people.groups.terrorists,Shining_Path,person,(?ui)Shining Path|Communist Party of Peru
pestles.social.people.groups.terrorists,al_Qaida,person,(?ui)\b(al(\-|(\s))?Qa\'?(i|e)da)\b
pestles.social.people.groups.terrorists,Islamic_Movement_of_Uzbekistan,person,(?ui)\bIslamic Movement of Uzbekistan\b
pestles.social.people.groups.terrorists,Real_Irish_Republican_Army,person,(?ui)\bReal Irish Republican Army\b
pestles.social.people.groups.terrorists,Jaish_e_Mohammed,person,(?ui)\bJaish(\-|\s)?e(\-|\s)?Mohammed\b
pestles.social.people.groups.terrorists,Lashkar_e_Tayyiba,person,(?ui)\bLashkar(\-|\s)?e Tayyiba\b
pestles.social.people.groups.terrorists,Al_Aqsa_Martyrs_Brigade,person,(?ui)\bAl(\-|\s)?Aqsa Martyrs Brigade\b
pestles.social.people.groups.terrorists,Asbat_al_Ansar,person,(?ui)\b(A|O)sbat(\-|\s)?a(l|n)(\-|\s)?Ansar\b
pestles.social.people.groups.terrorists,al_Qaida_in_the_Islamic_Maghreb,person,(?ui)(al(\-|(\s))?Qa\'?(i|e)da) in (the)? Islamic Maghreb
pestles.social.people.groups.terrorists,Communist_Party_of_the_Philippines,person,(?ui)(Communist Party of the Philippines|New People(\'s|\\s)? Army)
pestles.social.people.groups.terrorists,Jemaah_Islamiya,person,(?ui)Jemaah Islamiya(h)?
pestles.social.people.groups.terrorists,Lashkar_i_Jhangvi,person,(?ui)\bLashkar(\s|\-)?(i|e)?(\s|\-)?Jhangvi\b
pestles.social.people.groups.terrorists,Ansar_al_Islam,person,(?ui)Ansar al(\-|\s)?Islam
pestles.social.people.groups.terrorists,Continuity_Irish_Republican_Army,person,(?ui)(Continuity Irish Republican Army|Continuity(\s)?((\()?IRA(\))?))
pestles.social.people.groups.terrorists,Islamic_State_of_Iraq_and_the_Levant,person,(?ui)\b(ISIL|Islamic State of Iraq and the Levant|ISIS|Islamic State of Iraq and Syria)\b
pestles.social.people.groups.terrorists,Islamic_Jihad_Union,person,(?ui)(Islamic)?(\s)?Jihad(\s)?(Union)?
pestles.social.people.groups.terrorists,Harakat_ul_Jihad_i_Islami_Bangladesh,person,(?ui)Harakat ul(\-|\s)?Jihad(\-|\s)?i(\-|\s)?Islami(\/|\s)?Bangladesh
pestles.social.people.groups.terrorists,al_Shabaab,person,(?ui)\b(al(\-|\s)?Shabaab|Harakat(\-|\s)?al(\-|\s)?Shabaab(\-|\s)?al(\-|\s)?(Mujahidin|Mujahideen))\b
pestles.social.people.groups.terrorists,Revolutionary_Struggle,person,(?ui)\bRevolutionary Struggle\b
pestles.social.people.groups.terrorists,Kataib_Hizballah,person,(?ui)Kata\'?ib (Hizballah|Hezbollah)|Brigades of the Party of God|(Hizballah|Hezbollah) Brigades
pestles.social.people.groups.terrorists,al_Qaida_in_the_Arabian_Peninsula,person,(?ui)(al-Qa\'?ida|al(\-|\s)?Qaeda) (in|of) the Arabian Peninsula
pestles.social.people.groups.terrorists,Harakat_ul_Jihad_i_Islami,person,(?ui)Har(a)?kat(\-|\s)?ul(\-|\s)?Jihad(\-|\s)?(i)?(\-|\s)?(al)?(\-|\s)?Islami
pestles.social.people.groups.terrorists,Tehrik_e_Taliban_Pakistan,person,(?ui)\b(Tehrik(\-|\s)?e(\s)?(taliban pakistan)?)\b
pestles.social.people.groups.terrorists,Jundallah,person,(?ui)\bJundallah\b|People(\'s|s) Resistance Movement of Iran
pestles.social.people.groups.terrorists,Army_of_Islam,person,(?ui)Army of Islam|Jaysh al(\-|\s)?Islam
pestles.social.people.groups.terrorists,Indian_Mujahedeen,person,(?ui)Indian (Mujahidin|Mujahideen)
pestles.social.people.groups.terrorists,Jemaah_Anshorut_Tauhid,person,(?ui)(Jemaah|Jamaah) (Anshorut|Ansharut) Tauhid
pestles.social.people.groups.terrorists,Abdallah_Azzam_Brigades,person,(?ui)Abdallah Azzam Brigades|(al(\-|(\s))?Qa\'?(i|e)da) (in|of) Lebanon
pestles.social.people.groups.terrorists,Haqqani_Network,person,(?ui)\bHaqqani(\s)?(Network)?\b
pestles.social.people.groups.terrorists,Ansar_al_Dine,person,(?ui)Ansar al(\-|\s)?Dine
pestles.social.people.groups.terrorists,Boko_Haram,person,(?ui)\b(Boko(\-|\s)?Haram)\b
pestles.social.people.groups.terrorists,Ansaru,person,(?ui)\bAnsaru\b|Vanguard for the Protection of Muslims in Black Lands
pestles.social.people.groups.terrorists,al_Mulathamun_Battalion,person,(?ui)\bal(\-|\s)?Mulathamun(\s)?(Battalion)?\b
pestles.social.people.groups.terrorists,Ansar_al_Sharia_Benghazi_Darnah_Tunisia,person,(?ui)\b(Ansar al(\-|\s)?Shari(\')?a(\s)?(in)?(\s)?(Benghazi|Darnah|Tunisia)?)\b
pestles.social.people.groups.terrorists,ISIL_Sinai_Province,person,(?ui)\b(ISIL|Islamic State of Iraq and the Levant|ISIS|Islamic State of Iraq and Syria)(\s)?(\-)?(\s)?(Sinai Province)\b
pestles.social.people.groups.terrorists,al_Nusrah_Front,person,(?ui)\b(al(\-|\s)?Nusrah(\s)?(Front)?)|(Jabhat al(\-|\s)?Nusra)\b
pestles.social.people.groups.terrorists,Mujahidin_Shura_Council_in_the_Environs_of_Jerusalem,person,(?ui)(Mujahidin|Mujahideen) Shura Council(\s)?in(\s)?(the)?(\s)?(Environs of)?(\s)?Jerusalem
pestles.social.people.groups.terrorists,Jaysh_Rijal_al_Tariq_al_Naqshabandi,person,(?ui)Jaysh Rijal al(\-|\s)?Tariq al(\-|\s)?Naqshabandi
pestles.social.people.groups.terrorists,ISIL_Khorasan,person,(?ui)\b((ISIL|Islamic State of Iraq and the Levant|ISIS|Islamic State of Iraq and Syria)(\-|\s)?Khorasan)\b
pestles.social.people.groups.terrorists,ISIL_Lybia,person,(?ui)(ISIL|Islamic State of Iraq and the Levant|ISIS|Islamic State of Iraq and Syria)(\s)?(Branch)?(\s)?in(\s)?Libya
pestles.social.people.groups.terrorists,Al_Qaida_in_the_Indian_Subcontinent,person,(?ui)(al-Qa\'?ida|al(\-|\s)?Qaeda) (of|in) the Indian Subcontinent
pestles.social.people.groups.terrorists,Jund_al_Aqsa,person,(?ui)(Jund al(\-|\s)?Aqsa|Liwa al(\-|\s)?Aqsa)
pestles.social.people.groups.terrorists,Suquar_al_Sham,person,(?ui)(Suquar|suqour) al(\-|\s)?Sham(\s)?(Brigade)?
pestles.social.people.groups.terrorists,Jaish_al_Muhajireen_wal_Ansar,person,(?ui)(Jaish)?(\s)?al(\-|\s)?Muhajireen wal(\-|\s)?Ansa(r)?
pestles.social.people.groups.terrorists,Al_Aqsa_Brigade,person,(?ui)Al(\-|\s)?Aqsa (martyrs(\')?)(\s)?Brigade(s)?
pestles.social.people.groups.terrorists,Junud_al_Sham,person,(?ui)Junud al(\-|\s)?Sham
pestles.social.people.groups.terrorists,Sharia4Belgium,person,(?ui)\bSharia(\s)?(4|four)(\s)?Belgium\b
pestles.social.people.groups.terrorists,Ahlus_Sunnah_Wal_Jamaah_Association_of_Australia,person,(?ui)Ahlus Sunnah Wal Jamaah Association(\s)?(of|in)?(\s)?Australia|\bASWJA\b
pestles.social.people.groups.terrorists,Street_Dawah_Australia,person,(?ui)Street Dawah (of|in)? Australia
pestles.social.people.groups.terrorists,Majlis_Shura_al_Muhajireen,person,(?ui)Majlis Shura al(\-|\s)?Muhajireen
pestles.social.people.groups.terrorists,Global_Islamic_Media_Front,person,(?ui)Global Islamic Media (Front|group|centre|center)|\b(GIMF|GIMG|GIMC)\b
pestles.social.people.groups.terrorists,Millatu_Ibrahim,person,(?ui)Millatu Ibrahim
pestles.social.people.groups.terrorists,Islamic_Front,person,(?ui)Islamic Front
pestles.social.people.groups.terrorists,Free_Syria_Army,person,(?ui)Free Syr(ia|ian) Army(\s)?(of|in)?(\s)?Australia
pestles.social.people.groups.terrorists,Mujahideen_Brigade,person,(?ui)(Mujahidin|Mujahideen)(\s)?Brigade(\s)?(of|in)?(\s)?\(?Syria\)?
pestles.social.people.groups.terrorists,Mujahideen_Shura_Council,person,(?ui)((Mujahidin|Mujahideen) Shura Council|Liwa(\')?(\s)?al(\-|\s)?(Mujahidin|Mujahideen))
pestles.social.people.groups.terrorists,ashkar_i_Jhangvi,person,(?ui)Ansar Dine
pestles.social.people.groups.terrorists,Moroccan_Islamic_Fighting_Group,person,(?ui)(Moroccan Islamic Fighting(\s)?(Group|youth)?|\bGICM\b)
pestles.social.people.groups.terrorists,Falcons_of_Sham,person,(?ui)\b(Falcons\sof\sSham|Sham\sFalcons\sBrigade|Falcons\sof\sthe\sLevant\sBrigade)\b
pestles.social.people.groups.terrorists,Resto_du_tawhid,person,(?ui)Resto du tawhid
pestles.social.people.phone,phone_northamerican,person,\(?[2-9][0-9][0-9]\)?[-. ][0-9][0-9][0-9][-. ]?[0-9][0-9][0-9][0-9]
pestles.social.people.phone,phone_uk_mobile,person,\(?[0][7][0-9][0-9][0-9\)?][-. ][0-9][0-9][0-9][0-9][0-9][0-9]
pestles.social.religion,Christian,thing,(?ui)\bchristian(ity)?\b
pestles.social.religion,Catholic,thing,(?ui)\b((roman|byzantine|greek)(-| )?)?catholic(ism)?\b
pestles.social.religion,Sikhism,thing,(?ui)\bsikh(ism)?\b
pestles.social.religion,Hindu,thing,(?ui)\bhindu(ism)?\b
pestles.social.religion,Buddism,thing,(?ui)\bbudd(ha|(ism))?\b
pestles.social.religion,Judaism,thing,(?ui)\bjuda(h|(ism))?\b
pestles.social.religion,Bahai,thing,(?ui)\bbaha(\')?i\b
pestles.social.religion,Aladura,thing,(?ui)\baladura\b
pestles.social.religion,Amish,thing,(?ui)\bamish\b
pestles.social.religion,Anglicanism,thing,(?ui)\banglican(ism)?\b
pestles.social.religion,Asatru,thing,(?ui)\basatru\b
pestles.social.religion,Assemblies_of_God,thing,(?ui)\bassembl(ies|y){1}\s(of)\s(god)\b
pestles.social.religion,Atheism,thing,(?ui)\bathei(st|ism){1}\b
pestles.social.religion,Baptists,thing,(?ui)\bbaptist\b
pestles.social.religion,Candomble,thing,(?ui)\bcandomble\b
pestles.social.religion,Cao_Dai,thing,(?ui)\bcao\sdai\b
pestles.social.religion,Cathari,thing,(?ui)\bcathari\b
pestles.social.religion,Charismatic_movement,thing,(?ui)\bcharismatic\smovement\b
pestles.social.religion,Chinese_Religion,thing,(?ui)\bchinese\religion\b
pestles.social.religion,Christadelphians,thing,(?ui)\bchristadelphians\b
pestles.social.religion,Christian_Science,thing,(?ui)\bchristian\sscience\b
pestles.social.religion,Church_of_God,thing,(?ui)\bchurch\sof\sgod\b
pestles.social.religion,Church_of_God_in_Christ,thing,(?ui)\bchurch\sof\sgod\sin\schrist\b
pestles.social.religion,Church_of_Satan,thing,(?ui)\bchurch\sof\ssatin\b
pestles.social.religion,Confucianism,thing,(?ui)\bconfucianism\b
pestles.social.religion,Conservative_Judaism,thing,(?ui)\bconservative\sjudaism\b
pestles.social.religion,Deism,thing,(?ui)\bdeism\b
pestles.social.religion,Donatism,thing,(?ui)\bdonatism\b
pestles.social.religion,Dragon_Rouge,thing,(?ui)\bdragon\srouge\b
pestles.social.religion,Druze,thing,(?ui)\bdruze\b
pestles.social.religion,Eastern_Orthodox_Church,thing,(?ui)\beast(ern)?\sorthodox\schurch\b
pestles.social.religion,Eckankar,thing,(?ui)\beckankar\b
pestles.social.religion,ELCA,thing,(?ui)\bELCA\b
pestles.social.religion,Epicureanism,thing,(?ui)\bepicurean(ism)?\b
pestles.social.religion,Evangelicalism,thing,(?ui)\bevangelical(ism)?\b
pestles.social.religion,Falun_Gong,thing,(?ui)\bfalun\sgong\b
pestles.social.religion,Foursquare_Church,thing,(?ui)\bfoursquare\schurch\b
pestles.social.religion,Gnosticism,thing,(?ui)\bgnostic(ism)?\b
pestles.social.religion,Greek_Religion,thing,(?ui)\bgreek\sreligion\b
pestles.social.religion,Hare_Krishna,thing,(?ui)\bhare\skrishna\b
pestles.social.religion,Hasidism,thing,(?ui)\bhasid(ism)?\b
pestles.social.religion,Hellenic_Reconstructionism,thing,(?ui)\bhellenic\sreconstruction(ism)?\b
pestles.social.religion,Illuminati,thing,(?ui)\billuminati\b
pestles.social.religion,Jainism,thing,(?ui)\bjainism\b
pestles.social.religion,Jehovahs_Witnesses,thing,(?ui)\bjehovah(\')?(s)?\switness(es)?\b
pestles.social.religion,Kabbalah,thing,(?ui)\bkabbalah\b
pestles.social.religion,Kemetic_Reconstructionism,thing,(?ui)\bkemetic\sreconstruction(ism)?\b
pestles.social.religion,Lutheranism,thing,(?ui)\blutheran(ism)?\b
pestles.social.religion,Mahayana_Buddhism,thing,(?ui)\bmahayana\sbuddhism\b
pestles.social.religion,Mayan_Religion,thing,(?ui)\bmayan\sreligion\b
pestles.social.religion,Methodism,thing,(?ui)\bmethodism\b
pestles.social.religion,Mithraism,thing,(?ui)\bmithraism\b
pestles.social.religion,Mormonism,thing,(?ui)\bmormon(ism)?\b
pestles.social.religion,Neopaganism,thing,(?ui)\bneopagan(ism)?\b
pestles.social.religion,New_Age,thing,(?ui)\bnew\sage\b
pestles.social.religion,New_Thought,thing,(?ui)\bnew\sthought\b
pestles.social.religion,Nichiren,thing,(?ui)\bnichiren\b
pestles.social.religion,Norse_Religion,thing,(?ui)\bnorse(\s)?(religion)?\b
pestles.social.religion,Olmec_Religion,thing,(?ui)\bolmec(\s)?(religion)?\b
pestles.social.religion,Oneness_Pentecostalism,thing,(?ui)\bone(ness)?\spentecostal(ism)?\b
pestles.social.religion,Orthodox_Judaism,thing,(?ui)\borthodox\sjudaism\b
pestles.social.religion,Pentecostalism,thing,(?ui)\bpentecostal(ism)?\b
pestles.social.religion,Presbyterianism,thing,(?ui)\bpresbyterian(ism)?\b
pestles.social.religion,Priory_of_Sion,thing,(?ui)\bpriory\sof\ssion\b
pestles.social.religion,Protestantism,thing,(?ui)\bprotestant(ism)?\b
pestles.social.religion,Pure_Land_Buddhism,thing,(?ui)\bpure\sland\sbuddhism\b
pestles.social.religion,Quakers,thing,(?ui)\bquaker(s)?\b
pestles.social.religion,Rastafarianism,thing,(?ui)\brastafarian(ism)?\b
pestles.social.religion,Reform_Judaism,thing,(?ui)\breform\sjudaism\b
pestles.social.religion,Rinzai_Zen_Buddhism,thing,(?ui)\brinzai\szen\sbuddhism\b
pestles.social.religion,Roman_Religion,thing,(?ui)\broman\sreligion\b
pestles.social.religion,Satanism,thing,(?ui)\bsatan(ism)?\b
pestles.social.religion,Scientology,thing,(?ui)\bscientology\b
pestles.social.religion,Seventh_Day_Adventism,thing,(?ui)\bseven(th)(-)?(\s)?day\sadvent(ist|ism)?\b
pestles.social.religion,Shaivism,thing,(?ui)\bshaiv(ist|ism)?\b
pestles.social.religion,Shia,thing,(?ui)\bshia\b
pestles.social.religion,Shinto,thing,(?ui)\bshinto\b
pestles.social.religion,Soto_Zen_Buddhism,thing,(?ui)\bsoto(\s|-){1}zen\sbuddhi(st|sm){1}\b
pestles.social.religion,Spiritualism,thing,(?ui)\bspiritual(ism)?\b
pestles.social.religion,Stoicism,thing,(?ui)\bstoic(ism)?\b
pestles.social.religion,Sufism,thing,(?ui)\bsufism\b
pestles.social.religion,Sunni,thing,(?ui)\bsunni\b
pestles.social.religion,Taoism,thing,(?ui)\btaoism\b
pestles.social.religion,Tendai_Buddhism,thing,(?ui)\btendai\sbuddi(st|sm){1}\b
pestles.social.religion,Theravada_Buddhism,thing,(?ui)\btheravada\sbuddhi(st|sm){1}\b
pestles.social.religion,Tibetan_Buddhism,thing,(?ui)\btibetan\sbuddhi(st|sm){1}\b
pestles.social.religion,Typhonian_Order,thing,(?ui)\btyphon(ian)?\sorder\b
pestles.social.religion,Umbanda,thing,(?ui)\bumbanda\b
pestles.social.religion,Unification_Church,thing,(?ui)\bunif(ication|y){1}(\sof)?\schurch\b
pestles.social.religion,Unitarian_Universalism,thing,(?ui)\bunitarian\suniversal(ism)?\b
pestles.social.religion,Vaishnavism,thing,(?ui)\bvaishnavism\b
pestles.social.religion,Vajrayana_Buddhism,thing,(?ui)\bvajrayana(\sbuddhi(st|sm){1})?\b
pestles.social.religion,Vedanta,thing,(?ui)\bvedanta\b
pestles.social.religion,Vineyard_Churches,thing,(?ui)\bvineyard\schurch(es)?\b
pestles.social.religion,Voodoo,thing,(?ui)\bvoodoo\b
pestles.social.religion,Wicca,thing,(?ui)\bwicca\b
pestles.social.religion,Yezidi,thing,(?ui)\byezidi\b
pestles.social.religion,Zen,thing,(?ui)\bzen\b
pestles.social.religion,Zionism,thing,(?ui)\bzionism\b
pestles.social.religion,Zoroastrianism,thing,(?ui)\bZoroastrian(ism)?\b
pestles.social.religion,islam,thing,(?ui)\bislam(ic)?\b
pestles.technological.applications,file_compress,thing,\b(a-z)+[.](tar|gzip|tgz|zip)
pestles.technological.applications,file_data,thing,\b(a-z)+[.](txt|pdf|json|docx|doc|ppt)
pestles.technological.applications,file_doc,thing,\b(a-z)+[.](txt|pdf|pages|doc|docx|doct|docm|gdoc|odm|odt|ott|rtf|ppt|pptx|gslides|key)
pestles.technological.applications,file_execute,thing,\b(a-z)+[.](action|apk|app|bat|bin|com|command|csh|msi|osx|out|reg|rgs|run|vb|js|jar|lib)
pestles.technological.applications,password_ref,thing,\b((admin(istrator)?|default|root) password)\b
pestles.technological.equipment,equipment,thing,(?ui)\bequipment\b
pestles.technological.equipment,games,thing,(?ui)\bgam(e(s)?|ming)\b
pestles.technological.internet,address_IPV4,thing,\b(?:(?:25[0-5]|2[0-4][0-9]|[01]?[0-9][0-9]?)\.){3}(?:25[0-5]|2[0-4][0-9]|[01]?[0-9][0-9]?)\b
pestles.technological.internet,address_mac,thing,(?ui)\b[0-9a-f][0-9a-f][:][0-9a-f][0-9a-f][:][0-9a-f][0-9a-f][:][0-9a-f][0-9a-f][:][0-9a-f][0-9a-f][:][0-9a-f][0-9a-f]\b
pestles.technological.internet,isp,thing,(?ui)\binternet service provider(s)?\b
pestles.technological.internet,isp_abbreviated,thing,(?ui)\bISP(s)?\b
pestles.technological.internet,broadband,thing,(?ui)\bbroadband\b
pestles.technological.iot,iot,thing,(?ui)\binternet of things\b
pestles.technological.iot,iot_abbreviated,thing,(?ui)\bIoT\b
pestles.technological.nuclear,nuclear_energy,thing,(?ui)\bnuclear\senergy\b
pestles.technological.nuclear,nuclear_power,thing,(?ui)\bnuclear\spower\b
pestles.technological.nuclear,fission_reactor,thing,(?ui)\bfission\sreactor\b
pestles.technological.nuclear,reactor,thing,(?ui)\breactor\b
pestles.technological.nuclear,nuclear_decay,thing,(?ui)\bnuclear\sdecay\b
pestles.technological.nuclear,nuclear_reactor,thing,(?ui)\bnuclear\sreactor\b
pestles.technological.nuclear,nuclear_waste,thing,(?ui)\bnuclear\swaste\b
pestles.technological.nuclear,half_life,thing,(?ui)\bhalf-life\b
pestles.technological.nuclear,nuclear,thing,(?ui)\bnuclear\b
pestles.technological.nuclear,uranium,thing,(?ui)\buranium(-233|-234|-235|-236|-237|-238|-239)?\b
pestles.technological.region,Smart_Cities,place,(?ui)\bsmart\scit(ies|y)\b
pestles.technological.scada,scada_ics,thing,(?ui)\bindustrial control system(s)?\b
pestles.technological.scada,scada,thing,(?ui)\bscada\b
pestles.technological.telecoms,modem,thing,(?ui)\bmodem(s)?\b
pestles.technological.telecoms,device,thing,(?ui)\bdevice(s)?\b
pestles.technological.telecoms,GSM,thing,(?ui)\b(gsm|global\ssystem\sfor\smobile)\b
pestles.technological.telecoms,LTE,thing,(?ui)\b(LTE|long(\-)?(\s)?term\sevolution)\b
pestles.technological.telecoms,CDMA,thing,(?ui)\b(CDMA|code\sdivision\smultiple\saccess)\b
pestles.technological.telecoms,cell_phone,thing,(?ui)\b(cell|cell(\s)?phone|mobile)\b
pestles.technological.telecoms,phone,thing,(?ui)\b(phone|telephone)\b
pestles.technological.telecoms,telecommunication,thing,(?ui)\b(telecomm(s)?|telecommunication|communicat(e|ion)(s)?)\b
pestles.technological.telecoms,radio,thing,(?ui)\bradio\b
pestles.technological.telecoms,radar,thing,(?ui)\bradar\b
pestles.technological.telecoms,sonar,thing,(?ui)\bsonar\b
pestles.technological.telecoms,acoustic,thing,(?ui)\bacoustic\b
pestles.technological.telecoms,video,thing,(?ui)\bvideo(s)?\b
pestles.technological.cyber,cyber_alert,thing,(?ui)\b(cyber )?alert(s)?\b
pestles.technological.cyber,cyber_attack,thing,(?ui)\b(cyber )?attack(s)?\b
pestles.technological.cyber,cyber_incident,thing,(?ui)\b(cyber )?incident(s)?\b
pestles.technological.cyber,cyber_response,thing,(?ui)\b(cyber )?response(s)?\b
pestles.technological.cyber,spyware,thing,(?ui)\bspyware\b
pestles.technological.cyber,hacker,thing,(?ui)\bhacker\b
pestles.technological.cyber,malware,thing,(?ui)\bmalware\b
pestles.technological.cyber,virus,thing,(?ui)\b(anti[- ])?virus( software)?\b
pestles.technological.digitalCurrency,Currency,Digital,bitcoin
pestles.technological.digitalCurrency,Currency,Digital,litecoin
pestles.technological.digitalCurrency,Currency,Digital,dogecoin
pestles.technological.digitalCurrency,Currency,Digital,monero
pestles.technological.digitalCurrency,Currency,Digital,dash
pestles.technological.digitalCurrency,Currency,Digital,ethereum
pestles.technological.digitalCurrency,Currency,Denomination,millibitcoin
pestles.technological.digitalCurrency,Currency,Denomination,mBTC
pestles.technological.digitalCurrency,Currency,Denomination,microbitcoin
pestles.technological.digitalCurrency,Currency,Denomination,satoshi
pestles.technological.digitalCurrency,Currency,Denomination,millicoin
pestles.technological.digitalCurrency,Currency,Denomination,mLTC
pestles.technological.digitalCurrency,Currency,Denomination,microcoin
pestles.technological.digitalCurrency,Currency,Denomination,litoshi
pestles.technological.digitalCurrency,Currency,BTCID,"\b1[1-9A-HJ-NP-Za-km-z]{32,33}\b"
